title,authors,year,source,link,snippet,cited_by,pdf_link,gs_position,query
… Difficulties Through Problematic Media Use: A Cross-Lagged Panel Model Testing Bidirectional Relations in Middle Childhood with an Early Childhood Media Use …,"MŞ Özcan, YJ Hong, K Choi",,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/15213269.2026.2618675,"… a bidirectional relation between media use and problematic media use in middle childhood (… early media use at age 6 would positively predict later media use, problematic media use, …",,,17,"""Adolescent Brain Cognitive Development"" ""media use"""
"Addictive screen use trajectories and suicidal behaviors, suicidal ideation, and mental health in US youths","Y Xiao, Y Meng, TT Brown, KM Keyes, JJ Mann",,jamanetwork.com,https://jamanetwork.com/journals/jama/article-abstract/2835481,"… study used nationwide data from the Adolescent Brain Cognitive Development (ABCD) Study, … For mobile phone use, the high addictive use trajectory was associated with higher risks of …",61,,14,"""Adolescent Brain Cognitive Development"" ""phone use"""
Examining the impact of early life adversity on adolescent sleep health: findings from the ABCD study,"ET Hunt, K Brazendale, ACF De Moraes…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S2950193825000610,"… To investigate the relationship between early adversity, social jetlag, and weekly sleep loss in youth from the Adolescent Brain Cognitive Development (ABCD) Study. …",3,,17,"""Adolescent Brain Cognitive Development"" ""phone use"""
Cyberbullying and Sleep Disturbances in Adolescents: An Updated Evidence Review,"JM Nagata, EJ Li, OH Huang, C Ricklefs, KT Ganson…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S1876285925003742,… Higher bedtime phone use is evident among sexual/gender … phone use may explain cyberbullying and poor sleep outcomes. … from the Adolescent Brain Cognitive Development Study …,,,19,"""Adolescent Brain Cognitive Development"" ""phone use"""
Educator Perceptions of the Social and Emotional Impact of Student Cell Phone Use in Middle School Environments: A Mixed-Methods Study,JH Martin,,search.proquest.com,https://search.proquest.com/openview/d917f1d73552b42dd089631ac558b51c/1?pq-origsite=gscholar&cbl=18750&diss=y,"… Results yielded two factors, including participants who felt strongly about restricting cell phone use and … and policymakers regarding cell phone use in the middle school environment. …",1,https://digital.maag.ysu.edu/xmlui/bitstream/handle/1989/17782/991013926037208525.pdf?sequence=1&isAllowed=y,1,"""Adolescent Brain Cognitive Development"" ""phone use"""
Consequences of screen time on sleep quality in children and adolescents: A scoping review,"RL Silva, BPC Gonçalves, MHL Ferreira…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S0891524525002512,Introduction Excessive use of electronic devices can negatively impact sleep quality in children and adolescents. This scoping review mapped the literature on the effects of screen time …,5,,3,"""Adolescent Brain Cognitive Development"" ""phone use"""
Negative health review of cell phones and social media,DM Viola,,mentalhealthjournal.org,https://www.mentalhealthjournal.org/articles/negative-health-review-of-cell-phones-and-social-media.pdf,"… It is called the Adolescent Brain Cognitive Development Study (ABCD). More specifically, this group is focusing on impacts of cell phone use in relation to the physical structure of the …",14,https://www.mentalhealthjournal.org/articles/negative-health-review-of-cell-phones-and-social-media.pdf,4,"""Adolescent Brain Cognitive Development"" ""phone use"""
"Unplugged: Exploring the Relationship Between Parental Monitoring of Screen Time and Irritability, Emotional Regulation, and Prosocial Behaviors",LT Stewart,,search.proquest.com,https://search.proquest.com/openview/c9dbc3174bd9e41a3228ff2c73e1832c/1?pq-origsite=gscholar&cbl=18750&diss=y,"… The data source for this study is the Adolescent Brain Cognitive Development (ABCD) Study, which is a comprehensive longitudinal study consisting of extensive data. Only some of the …",1,,6,"""Adolescent Brain Cognitive Development"" ""phone use"""
What Age Should a Child Get a Smartphone: Pros and Cons of Early Phone Use for 2026,I Bouchrika,,research.com,https://research.com/education/what-age-should-a-child-get-a-smartphone,"… Parents can create a family contract outlining smartphone rules, model responsible phone use, start with basic phones without internet access, use parental controls, educate on online …",1,,7,"""Adolescent Brain Cognitive Development"" ""phone use"""
193. Role of FAAH C385A and BDNF Val66Met Genetic Polymorphisms in Fear Generalization and Anxiety Like-Behaviors,"A Widmann, J Ryan, A Li, M He…",,biologicalpsychiatryjournal.com,https://www.biologicalpsychiatryjournal.com/article/S0006-3223(23)00507-3/abstract,… of HRV and change in physical activity and phone use. Conclusions: Our results confirmed … (ages 9-10) from the Adolescent Brain Cognitive Development Study. Our outcomes were 8 …,,,9,"""Adolescent Brain Cognitive Development"" ""phone use"""
"Problematic Media Use as a Content-Agnostic, Enforceable Harm","J Radesky, A Hiniker",,tsjournal.org,https://tsjournal.org/index.php/jots/article/download/258/90,Many users of internet platforms spend more time online than they want. Parents report frequent arguments with their children about transitioning away from media or looking up from …,1,https://tsjournal.org/index.php/jots/article/download/258/90,10,"""Adolescent Brain Cognitive Development"" ""phone use"""
Association of screen-based activities and risk of self-harm and suicidal behaviors among young people: A systematic review and meta-analysis of …,"Z Chen, X Liao, J Yang, Y Tian, K Peng, X Liu, Y Li",,Elsevier,https://www.sciencedirect.com/science/article/pii/S0165178124002762,Emerging evidence suggests that screen-based activities are associated with self-harm and suicidal behaviors. This study aimed to examine these associations among young people …,24,,11,"""Adolescent Brain Cognitive Development"" ""phone use"""
Keeping our heads,S Makin,,nature.com,https://www.nature.com/articles/d41586-018-07503-w,"… to mobile-phone use,” she says. “That’s important for a host of reasons, especially for kids.” … But the Adolescent Brain Cognitive Development (ABCD) study will change that. Involving 21 …",2,https://simon-makin.com/wp-content/uploads/2021/01/Keeping_Our_Heads_NatOutlook.pdf,12,"""Adolescent Brain Cognitive Development"" ""phone use"""
Smartphones through children's eyes: perceived benefits and educational considerations,"M Gaztañaga, N Idoiaga-Mondragon…",,frontiersin.org,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2025.1596595/full,"… year, type of smartphone use, prior training on mobile phone use, and discussions with parents about mobile phone use. The analyst then derived thematic classes consisting of typical …",5,https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2025.1596595/pdf,14,"""Adolescent Brain Cognitive Development"" ""phone use"""
Testing the feasibility of passive sensing among adolescents: Implications for mental health.,"K Burnell, JA Beltran, MN Lind, GR Hayes…",,psycnet.apa.org,https://psycnet.apa.org/record/2026-71451-001,"… One study explored this by utilizing data from the Adolescent Brain Cognitive Development study, finding that adolescents who opt in to passive sensing (30% of the invited sample) are …",3,https://psycnet.apa.org/manuscript/2026-71451-001.pdf,15,"""Adolescent Brain Cognitive Development"" ""phone use"""
IS MOBILE PHONE BAD FOR KIDS? EVIDENCE FROM THE INDONESIAN FAMILY LIFE SURVEY,EA Asyahid,,ejournal4.unud.ac.id,https://ejournal4.unud.ac.id/index.php/eeb/article/view/812,… This trend has prompted growing concern regarding the potential adverse effects of mobile phone use on children’s development and well-being. This study aims to provide empirical …,,https://ejournal4.unud.ac.id/index.php/eeb/article/download/812/950,16,"""Adolescent Brain Cognitive Development"" ""phone use"""
Technology use and sleep quality in preadolescence and adolescence,"O Bruni, S Sette, L Fontanesi, R Baiocco…",,jcsm.aasm.org,https://jcsm.aasm.org/doi/abs/10.5664/jcsm.5282,"… We agree with the literature that Internet and mobile phone use negatively affects sleep: … phone use has been associated with shorter sleep duration, 42,44 whereas mobile phone use …",350,https://jcsm.aasm.org/doi/pdf/10.5664/jcsm.5282,17,"""Adolescent Brain Cognitive Development"" ""phone use"""
"Digital detox strategies and mental health: a comprehensive scoping review of why, where, and how","S Setia, F Gilbert, ML Tichy, J Redpath, N Shahzad…",,cureus.com,https://www.cureus.com/articles/336341-digital-detox-strategies-and-mental-health-a-comprehensive-scoping-review-of-why-where-and-how.pdf,"… For instance, a secondary analysis of the Adolescent Brain Cognitive Development (ABCD) … the underlying psychological mechanisms driving problematic phone use [31]. Instead of …",28,https://www.cureus.com/articles/336341-digital-detox-strategies-and-mental-health-a-comprehensive-scoping-review-of-why-where-and-how.pdf,19,"""Adolescent Brain Cognitive Development"" ""phone use"""
"Development and maturation of the human brain, from infancy to adolescence",T Paus,,Springer,https://link.springer.com/chapter/10.1007/7854_2024_514,"… the latest addition being the Adolescent Brain Cognitive Development (ABCD) Study that … images, social media, patterns of mobile-phone use), and relating it to phenomena such as …",11,https://www.researchgate.net/profile/Jose-Balsa-Barreiro/publication/382478947_Leveraging_Generative_AI_Models_in_Urban_Science/links/67813cf52fcfd011cc62903e/Leveraging-Generative-AI-Models-in-Urban-Science.pdf#page=325,20,"""Adolescent Brain Cognitive Development"" ""phone use"""
Agreement between smartphone-based mobile sensing and actigraphy sleep metrics in young people with bipolar disorder,"A Lopaczynski, J Merranko, J Mak, MK Gill…",,medrxiv.org,https://www.medrxiv.org/content/10.64898/2026.02.20.26346722.abstract,"… Frequency of phone use may be even higher in the presence … Mobile sensing metrics of sleep (eg, late night phone use) … in the adolescent brain cognitive development (ABCD) study. …",,https://www.medrxiv.org/content/medrxiv/early/2026/03/02/2026.02.20.26346722.full.pdf,1,"""Adolescent Brain Cognitive Development"" ""phone use"""
NEUROFEEDBACK FOR BRAIN DYSREGULATION IN AUTISM: QEEG AND SWLORETA CASE FINDINGS IN THE CONTEXT OF FREQUENT SCREEN …,K Zlatkova,,researchgate.net,https://www.researchgate.net/profile/Katya-Zlatkova-2/publication/395396827_Neurofeedback_for_Brain_Dysregulation_in_Autism_QEEG_and_swLORETA_Case_Findings_in_the_Context_of_Frequent_Screen_Exposure/links/68c1906dc76fc271eb32ed55/Neurofeedback-for-Brain-Dysregulation-in-Autism-QEEG-and-swLORETA-Case-Findings-in-the-Context-of-Frequent-Screen-Exposure.pdf,… These findings suggest that excessive mobile phone use may disrupt the normal functioning … (ages 9-11) in the Adolescent Brain Cognitive Development (ABCD) study and examined …,,https://www.researchgate.net/profile/Katya-Zlatkova-2/publication/395396827_Neurofeedback_for_Brain_Dysregulation_in_Autism_QEEG_and_swLORETA_Case_Findings_in_the_Context_of_Frequent_Screen_Exposure/links/68c1906dc76fc271eb32ed55/Neurofeedback-for-Brain-Dysregulation-in-Autism-QEEG-and-swLORETA-Case-Findings-in-the-Context-of-Frequent-Screen-Exposure.pdf,4,"""Adolescent Brain Cognitive Development"" ""phone use"""
